,State,Year,Month,Precipitation,Number of Fires
2707,PA,2009,May,456.6,7.0
2708,PA,2009,Jun,317.3,38.0
2709,PA,2009,Jul,193.1,397.0
2710,PA,2009,Aug,92.7,3.859
2711,PA,2009,Sep,134.1,6.051
2712,PA,2009,Oct,142.3,6.3420000000000005
2713,PA,2009,Nov,45.1,10.012
2714,PA,2009,Dec,253.7,2.832
2715,PA,2010,Jan,452.3,437.0
2716,PA,2010,Mar,296.8,110.0
2717,PA,2010,Apr,450.4,22.0
2718,PA,2010,May,403.0,57.0
2719,PA,2010,Jun,176.3,94.0
2720,PA,2010,Jul,132.1,1.432
2721,PA,2010,Aug,188.1,18.13
2722,PA,2010,Sep,95.5,10.81
2723,PA,2010,Oct,152.1,3.843
2724,PA,2010,Nov,134.2,4.417
2725,PA,2010,Dec,224.8,1.6119999999999999
2726,PA,2011,Jan,520.3,108.0
2727,PA,2011,Mar,490.9,21.0
2728,PA,2011,Apr,579.4,10.0
2729,PA,2011,May,477.3,16.0
2730,PA,2011,Jun,241.5,105.0
2731,PA,2011,Jul,195.3,632.0
2732,PA,2011,Aug,179.4,2.195
2733,PA,2011,Sep,60.3,5.185
2734,PA,2011,Oct,139.1,3.141
2735,PA,2011,Nov,174.6,3.043
2736,PA,2011,Dec,201.7,3.218
2737,PA,2012,Jan,451.2,392.0
2738,PA,2012,Mar,742.5,30.0
2739,PA,2012,Apr,382.8,11.0
2740,PA,2012,May,225.1,59.0
2741,PA,2012,Jun,320.0,183.0
2742,PA,2012,Jul,313.2,661.0
2743,PA,2012,Aug,112.2,6.9639999999999995
2744,PA,2012,Sep,197.0,6.87
2745,PA,2012,Oct,44.3,3.714
2746,PA,2012,Nov,103.0,6.156000000000001
2747,PA,2012,Dec,259.8,1.8119999999999998
2748,PA,2013,Jan,372.7,167.0
2749,PA,2013,Mar,532.3,19.0
2750,PA,2013,Apr,527.0,20.0
2751,PA,2013,May,409.6,42.0
2752,PA,2013,Jun,150.5,173.0
2753,PA,2013,Jul,220.8,447.0
2754,PA,2013,Aug,245.5,2.161
2755,PA,2013,Sep,110.4,3.36
2756,PA,2013,Oct,83.9,4.921
2757,PA,2013,Nov,210.7,3.688
2758,PA,2013,Dec,299.7,5.513999999999999
2759,PA,2014,Jan,406.9,251.0
2760,PA,2014,Mar,562.7,34.0
2761,PA,2014,Apr,561.2,27.0
2762,PA,2014,May,332.9,70.0
2763,PA,2014,Jun,285.8,319.0
2764,PA,2014,Jul,240.0,825.0
2765,PA,2014,Aug,84.8,8.555
2766,PA,2014,Sep,211.2,6.787000000000001
2767,PA,2014,Oct,82.2,6.4479999999999995
2768,PA,2014,Nov,41.3,7.767
2769,PA,2014,Dec,186.5,4.828
2770,PA,2015,Jan,503.2,725.0
2771,PA,2015,Mar,540.3,61.0
2772,PA,2015,Apr,604.9,27.0
2773,PA,2015,May,413.7,95.0
2774,PA,2015,Jun,216.2,265.0
2775,PA,2015,Jul,172.4,906.0
2776,PA,2015,Aug,100.6,7.912999999999999
2777,PA,2015,Sep,96.7,11.068
2778,PA,2015,Oct,26.4,7.781000000000001
2779,PA,2015,Nov,98.3,9.642999999999999
2780,PA,2015,Dec,258.2,6.61
2781,PA,2016,Jan,354.9,1.3219999999999998
2782,PA,2016,Mar,596.5,81.0
2783,PA,2016,Apr,414.2,66.0
2784,PA,2016,May,269.1,154.0
2785,PA,2016,Jun,283.0,502.0
2786,PA,2016,Jul,175.3,1.579
2787,PA,2016,Aug,98.2,4.863
2788,PA,2016,Sep,56.4,3.9530000000000003
2789,PA,2016,Oct,173.9,5.281000000000001
2790,PA,2016,Nov,103.5,7.879
2791,PA,2016,Dec,357.1,3.3
2792,PA,2017,Jan,599.3,219.0
2793,PA,2017,Mar,670.2,42.0
2794,PA,2017,Apr,478.8,45.0
2795,PA,2017,May,271.4,114.0
2796,PA,2017,Jun,186.8,679.0
2797,PA,2017,Jul,35.8,4.985
2798,PA,2017,Aug,102.6,11.962
2799,PA,2017,Sep,51.9,25.004
2800,PA,2017,Oct,222.5,7.627999999999999
2801,PA,2017,Nov,103.3,9.079
2802,PB,1998,Jan,106.3,0.0
2803,PB,1998,Mar,44.7,0.0
2804,PB,1998,Apr,37.9,0.0
2805,PB,1998,May,203.8,0.0
2806,PB,1998,Jun,230.7,3.0
2807,PB,1998,Jul,257.7,0.0
2808,PB,1998,Aug,286.7,3.0
2809,PB,1998,Sep,30.9,50.0
2810,PB,1998,Oct,27.8,179.0
2811,PB,1998,Nov,18.5,46.0
2812,PB,1998,Dec,8.2,51.0
2813,PB,1999,Jan,16.7,26.0
2814,PB,1999,Mar,116.3,1.0
2815,PB,1999,Apr,46.4,3.0
2816,PB,1999,May,247.3,0.0
2817,PB,1999,Jun,112.2,1.0
2818,PB,1999,Jul,142.5,1.0
2819,PB,1999,Aug,88.1,4.0
2820,PB,1999,Sep,56.7,14.0
2821,PB,1999,Oct,64.6,48.0
2822,PB,1999,Nov,3.7,38.0
2823,PB,1999,Dec,38.8,40.0
2824,PB,2000,Jan,96.4,0.0
2825,PB,2000,Mar,109.2,5.0
2826,PB,2000,Apr,209.2,1.0
2827,PB,2000,May,333.9,0.0
2828,PB,2000,Jun,557.7,2.0
2829,PB,2000,Jul,444.4,0.0
2830,PB,2000,Aug,167.9,7.0
2831,PB,2000,Sep,228.8,9.0
2832,PB,2000,Oct,15.9,125.0
2833,PB,2000,Nov,45.7,65.0
2834,PB,2000,Dec,81.4,34.0
2835,PB,2001,Jan,25.3,11.0
2836,PB,2001,Mar,197.0,0.0
2837,PB,2001,Apr,267.2,0.0
2838,PB,2001,May,47.8,4.0
2839,PB,2001,Jun,254.9,0.0
2840,PB,2001,Jul,184.7,8.0
2841,PB,2001,Aug,62.1,34.0
2842,PB,2001,Sep,44.0,98.0
2843,PB,2001,Oct,22.3,279.0
2844,PB,2001,Nov,16.1,294.0
2845,PB,2001,Dec,50.0,70.0
2846,PB,2002,Jan,179.4,5.0
2847,PB,2002,Mar,251.0,3.0
2848,PB,2002,Apr,196.7,1.0
2849,PB,2002,May,265.5,1.0
2850,PB,2002,Jun,472.3,1.0
2851,PB,2002,Jul,262.4,8.0
2852,PB,2002,Aug,140.1,38.0
2853,PB,2002,Sep,13.4,63.0
2854,PB,2002,Oct,43.1,193.0
2855,PB,2002,Nov,35.9,238.0
2856,PB,2002,Dec,10.0,163.0
2857,PB,2003,Jan,51.3,70.0
2858,PB,2003,Mar,275.0,0.0
2859,PB,2003,Apr,206.7,0.0
2860,PB,2003,May,212.6,0.0
2861,PB,2003,Jun,626.2,0.0
2862,PB,2003,Jul,96.3,6.0
2863,PB,2003,Aug,173.0,14.0
2864,PB,2003,Sep,97.2,81.0
2865,PB,2003,Oct,36.3,381.0
2866,PB,2003,Nov,15.4,538.0
2867,PB,2003,Dec,65.5,288.0
2868,PB,2004,Jan,303.2,33.0
2869,PB,2004,Mar,158.8,3.0
2870,PB,2004,Apr,136.9,3.0
2871,PB,2004,May,302.0,1.0
2872,PB,2004,Jun,483.1,0.0
2873,PB,2004,Jul,475.8,1.0
2874,PB,2004,Aug,162.5,18.0
2875,PB,2004,Sep,37.5,34.0
2876,PB,2004,Oct,27.4,190.0
2877,PB,2004,Nov,9.1,331.0
2878,PB,2004,Dec,5.1,351.0
2879,PB,2005,Jan,37.4,178.0
2880,PB,2005,Mar,107.5,13.0
2881,PB,2005,Apr,125.1,2.0
2882,PB,2005,May,549.5,0.0
2883,PB,2005,Jun,573.3,0.0
2884,PB,2005,Jul,156.9,0.0
2885,PB,2005,Aug,215.8,0.0
2886,PB,2005,Sep,63.6,13.0
2887,PB,2005,Oct,25.3,155.0
2888,PB,2005,Nov,4.1,280.0
2889,PB,2005,Dec,25.6,159.0
2890,PB,2006,Jan,7.2,83.0
2891,PB,2006,Mar,85.3,4.0
2892,PB,2006,Apr,197.1,0.0
2893,PB,2006,May,187.9,0.0
2894,PB,2006,Jun,271.2,0.0
2895,PB,2006,Jul,139.2,1.0
2896,PB,2006,Aug,119.0,3.0
2897,PB,2006,Sep,63.3,27.0
2898,PB,2006,Oct,9.7,135.0
2899,PB,2006,Nov,42.0,215.0
2900,PB,2006,Dec,41.8,196.0
2901,PB,2007,Jan,33.8,69.0
2902,PB,2007,Mar,187.1,1.0
2903,PB,2007,Apr,234.3,0.0
2904,PB,2007,May,240.6,0.0
2905,PB,2007,Jun,573.7,0.0
2906,PB,2007,Jul,143.8,1.0
2907,PB,2007,Aug,273.5,8.0
2908,PB,2007,Sep,73.0,22.0
2909,PB,2007,Oct,30.9,111.0
2910,PB,2007,Nov,34.0,256.0
2911,PB,2007,Dec,12.6,133.0
2912,PB,2008,Jan,80.6,77.0
2913,PB,2008,Mar,299.3,8.0
2914,PB,2008,Apr,313.5,0.0
2915,PB,2008,May,335.9,0.0
2916,PB,2008,Jun,397.4,0.0
2917,PB,2008,Jul,294.1,0.0
2918,PB,2008,Aug,326.4,1.0
2919,PB,2008,Sep,86.8,21.0
2920,PB,2008,Oct,44.9,80.0
2921,PB,2008,Nov,6.6,175.0
2922,PB,2008,Dec,60.2,187.0
2923,PB,2009,Jan,57.7,115.0
2924,PB,2009,Mar,138.8,2.0
2925,PB,2009,Apr,547.4,1.0
2926,PB,2009,May,521.2,0.0
2927,PB,2009,Jun,303.9,0.0
2928,PB,2009,Jul,419.8,3.0
2929,PB,2009,Aug,127.9,4.0
2930,PB,2009,Sep,77.1,28.0
2931,PB,2009,Oct,19.3,117.0
2932,PB,2009,Nov,45.8,428.0
2933,PB,2009,Dec,25.5,270.0
2934,PB,2010,Jan,110.9,46.0
2935,PB,2010,Mar,30.9,16.0
2936,PB,2010,Apr,165.9,2.0
2937,PB,2010,May,111.7,10.0
2938,PB,2010,Jun,256.3,3.0
2939,PB,2010,Jul,222.4,7.0
2940,PB,2010,Aug,189.0,9.0
2941,PB,2010,Sep,92.4,37.0
2942,PB,2010,Oct,16.0,150.0
2943,PB,2010,Nov,10.1,451.0
2944,PB,2010,Dec,38.5,65.0
2945,PB,2011,Jan,223.4,11.0
2946,PB,2011,Mar,66.2,6.0
2947,PB,2011,Apr,428.0,2.0
2948,PB,2011,May,484.7,0.0
2949,PB,2011,Jun,248.7,2.0
2950,PB,2011,Jul,425.8,6.0
2951,PB,2011,Aug,215.5,12.0
2952,PB,2011,Sep,36.5,55.0
2953,PB,2011,Oct,9.6,200.0
2954,PB,2011,Nov,45.2,359.0
2955,PB,2011,Dec,8.4,179.0
2956,PB,2012,Jan,206.4,61.0
2957,PB,2012,Mar,71.0,4.0
2958,PB,2012,Apr,47.0,13.0
2959,PB,2012,May,216.5,10.0
2960,PB,2012,Jun,538.1,5.0
2961,PB,2012,Jul,290.5,5.0
2962,PB,2012,Aug,81.1,13.0
2963,PB,2012,Sep,36.7,71.0
2964,PB,2012,Oct,30.5,136.0
2965,PB,2012,Nov,2.0,130.0
2966,PB,2012,Dec,7.5,62.0
2967,PB,2013,Jan,51.3,38.0
2968,PB,2013,Mar,17.5,3.0
2969,PB,2013,Apr,271.2,6.0
2970,PB,2013,May,185.7,3.0
2971,PB,2013,Jun,493.5,3.0
2972,PB,2013,Jul,481.5,1.0
2973,PB,2013,Aug,252.2,3.0
2974,PB,2013,Sep,287.5,25.0
2975,PB,2013,Oct,40.2,58.0
2976,PB,2013,Nov,33.4,95.0
2977,PB,2013,Dec,21.4,78.0
2978,PB,2014,Jan,85.8,75.0
2979,PB,2014,Mar,150.5,18.0
2980,PB,2014,Apr,134.1,8.0
2981,PB,2014,May,265.0,1.0
2982,PB,2014,Jun,256.3,1.0
2983,PB,2014,Jul,153.1,9.0
2984,PB,2014,Aug,79.0,30.0
2985,PB,2014,Sep,199.2,51.0
2986,PB,2014,Oct,40.5,70.0
2987,PB,2014,Nov,13.3,111.0
2988,PB,2014,Dec,23.1,62.0
2989,PB,2015,Jan,54.8,42.0
2990,PB,2015,Mar,406.6,7.0
2991,PB,2015,Apr,51.3,11.0
2992,PB,2015,May,87.2,6.0
2993,PB,2015,Jun,343.2,0.0
2994,PB,2015,Jul,381.4,3.0
2995,PB,2015,Aug,50.6,5.0
2996,PB,2015,Sep,56.9,48.0
2997,PB,2015,Oct,19.5,121.0
2998,PB,2015,Nov,4.8,206.0
2999,PB,2015,Dec,62.3,122.0
3000,PB,2016,Jan,100.5,18.0
3001,PB,2016,Mar,145.1,1.0
3002,PB,2016,Apr,374.3,1.0
3003,PB,2016,May,359.7,1.0
3004,PB,2016,Jun,254.7,4.0
3005,PB,2016,Jul,45.8,22.0
3006,PB,2016,Aug,47.3,50.0
3007,PB,2016,Sep,52.8,131.0
3008,PB,2016,Oct,11.4,304.0
3009,PB,2016,Nov,8.6,132.0
3010,PB,2016,Dec,64.8,8.0
3011,PB,2017,Jan,57.1,23.0
3012,PB,2017,Mar,145.5,2.0
3013,PB,2017,Apr,276.9,1.0
3014,PB,2017,May,493.8,1.0
3015,PB,2017,Jun,328.1,0.0
3016,PB,2017,Jul,442.8,2.0
3017,PB,2017,Aug,75.3,3.0
3018,PB,2017,Sep,120.6,30.0
3019,PB,2017,Oct,51.6,123.0
3020,PB,2017,Nov,11.0,101.0
3021,PE,1998,Jan,67.4,0.0
3022,PE,1998,Mar,83.6,0.0
3023,PE,1998,Apr,115.9,0.0
3024,PE,1998,May,187.6,0.0
3025,PE,1998,Jun,166.6,1.0
3026,PE,1998,Jul,169.1,5.0
3027,PE,1998,Aug,277.8,12.0
3028,PE,1998,Sep,52.3,177.0
3029,PE,1998,Oct,55.4,372.0
3030,PE,1998,Nov,15.8,141.0
3031,PE,1998,Dec,16.0,59.0
3032,PE,1999,Jan,44.7,102.0
3033,PE,1999,Mar,196.9,27.0
3034,PE,1999,Apr,103.4,2.0
3035,PE,1999,May,306.1,6.0
3036,PE,1999,Jun,125.3,7.0
3037,PE,1999,Jul,259.6,2.0
3038,PE,1999,Aug,142.2,3.0
3039,PE,1999,Sep,72.8,64.0
3040,PE,1999,Oct,90.3,180.0
3041,PE,1999,Nov,18.9,41.0
3042,PE,1999,Dec,104.9,16.0
3043,PE,2000,Jan,276.4,3.0
3044,PE,2000,Mar,174.1,14.0
3045,PE,2000,Apr,435.4,1.0
3046,PE,2000,May,265.4,7.0
3047,PE,2000,Jun,562.9,4.0
3048,PE,2000,Jul,575.0,0.0
3049,PE,2000,Aug,443.4,31.0
3050,PE,2000,Sep,336.1,130.0
3051,PE,2000,Oct,58.2,411.0
3052,PE,2000,Nov,45.1,64.0
3053,PE,2000,Dec,99.1,22.0
3054,PE,2001,Jan,58.8,7.0
3055,PE,2001,Mar,133.7,0.0
3056,PE,2001,Apr,327.8,2.0
3057,PE,2001,May,59.5,5.0
3058,PE,2001,Jun,432.4,2.0
3059,PE,2001,Jul,355.5,6.0
3060,PE,2001,Aug,211.0,27.0
3061,PE,2001,Sep,106.3,298.0
3062,PE,2001,Oct,103.7,461.0
3063,PE,2001,Nov,32.1,208.0
3064,PE,2001,Dec,109.0,62.0
3065,PE,2002,Jan,231.6,10.0
3066,PE,2002,Mar,409.8,24.0
3067,PE,2002,Apr,140.2,5.0
3068,PE,2002,May,304.2,13.0
3069,PE,2002,Jun,583.5,1.0
3070,PE,2002,Jul,282.3,8.0
3071,PE,2002,Aug,124.2,37.0
3072,PE,2002,Sep,42.5,374.0
3073,PE,2002,Oct,49.0,638.0
3074,PE,2002,Nov,87.7,521.0
3075,PE,2002,Dec,33.1,259.0
3076,PE,2003,Jan,53.3,188.0
3077,PE,2003,Mar,397.9,9.0
3078,PE,2003,Apr,116.1,7.0
3079,PE,2003,May,225.9,1.0
3080,PE,2003,Jun,474.5,2.0
3081,PE,2003,Jul,282.2,5.0
3082,PE,2003,Aug,194.8,26.0
3083,PE,2003,Sep,136.0,510.0
3084,PE,2003,Oct,52.3,859.0
3085,PE,2003,Nov,26.8,560.0
3086,PE,2003,Dec,51.5,229.0
3087,PE,2004,Jan,249.9,29.0
3088,PE,2004,Mar,168.8,6.0
3089,PE,2004,Apr,378.2,5.0
3090,PE,2004,May,327.7,2.0
3091,PE,2004,Jun,537.3,4.0
3092,PE,2004,Jul,359.8,13.0
3093,PE,2004,Aug,138.9,41.0
3094,PE,2004,Sep,81.1,192.0
3095,PE,2004,Oct,33.6,545.0
3096,PE,2004,Nov,18.2,465.0
3097,PE,2004,Dec,13.2,373.0
3098,PE,2005,Jan,14.3,221.0
3099,PE,2005,Mar,75.9,45.0
3100,PE,2005,Apr,168.1,1.0
3101,PE,2005,May,507.1,1.0
3102,PE,2005,Jun,709.0,3.0
3103,PE,2005,Jul,182.7,1.0
3104,PE,2005,Aug,290.8,10.0
3105,PE,2005,Sep,45.3,154.0
3106,PE,2005,Oct,59.7,408.0
3107,PE,2005,Nov,8.7,452.0
3108,PE,2005,Dec,174.2,191.0
3109,PE,2006,Jan,12.3,148.0
3110,PE,2006,Mar,158.2,18.0
3111,PE,2006,Apr,322.2,2.0
3112,PE,2006,May,338.0,1.0
3113,PE,2006,Jun,432.1,0.0
3114,PE,2006,Jul,222.5,1.0
3115,PE,2006,Aug,185.8,8.0
3116,PE,2006,Sep,79.0,147.0
3117,PE,2006,Oct,8.7,310.0
3118,PE,2006,Nov,84.7,385.0
3119,PE,2006,Dec,106.4,207.0
3120,PE,2007,Jan,83.5,156.0
3121,PE,2007,Mar,138.7,4.0
3122,PE,2007,Apr,347.3,1.0
3123,PE,2007,May,208.2,0.0
3124,PE,2007,Jun,390.8,1.0
3125,PE,2007,Jul,331.0,3.0
3126,PE,2007,Aug,223.7,20.0
3127,PE,2007,Sep,127.1,164.0
3128,PE,2007,Oct,25.6,702.0
3129,PE,2007,Nov,40.0,359.0
3130,PE,2007,Dec,30.6,200.0
3131,PE,2008,Jan,85.7,170.0
3132,PE,2008,Mar,395.4,32.0
3133,PE,2008,Apr,314.2,5.0
3134,PE,2008,May,415.7,0.0
3135,PE,2008,Jun,391.8,0.0
3136,PE,2008,Jul,374.3,0.0
3137,PE,2008,Aug,294.4,2.0
3138,PE,2008,Sep,47.6,92.0
3139,PE,2008,Oct,53.6,274.0
3140,PE,2008,Nov,16.0,363.0
3141,PE,2008,Dec,18.3,203.0
3142,PE,2009,Jan,85.2,256.0
3143,PE,2009,Mar,142.8,15.0
3144,PE,2009,Apr,351.8,3.0
3145,PE,2009,May,410.1,0.0
3146,PE,2009,Jun,333.0,1.0
3147,PE,2009,Jul,386.8,1.0
3148,PE,2009,Aug,290.2,10.0
3149,PE,2009,Sep,83.5,164.0
3150,PE,2009,Oct,16.3,254.0
3151,PE,2009,Nov,49.9,486.0
3152,PE,2009,Dec,47.8,351.0
3153,PE,2010,Jan,193.4,47.0
3154,PE,2010,Mar,92.7,59.0
3155,PE,2010,Apr,273.3,2.0
3156,PE,2010,May,114.3,8.0
3157,PE,2010,Jun,543.9,1.0
3158,PE,2010,Jul,259.4,7.0
3159,PE,2010,Aug,191.2,29.0
3160,PE,2010,Sep,74.3,179.0
3161,PE,2010,Oct,37.4,347.0
3162,PE,2010,Nov,23.5,831.0
3163,PE,2010,Dec,84.8,117.0
3164,PE,2011,Jan,139.3,49.0
3165,PE,2011,Mar,129.5,39.0
3166,PE,2011,Apr,647.4,22.0
3167,PE,2011,May,755.7,1.0
3168,PE,2011,Jun,303.9,4.0
3169,PE,2011,Jul,544.4,2.0
3170,PE,2011,Aug,201.8,27.0
3171,PE,2011,Sep,35.7,243.0
3172,PE,2011,Oct,34.6,461.0
3173,PE,2011,Nov,75.0,352.0
3174,PE,2011,Dec,41.8,364.0
3175,PE,2012,Jan,198.6,146.0
3176,PE,2012,Mar,138.8,44.0
3177,PE,2012,Apr,55.8,46.0
3178,PE,2012,May,190.2,36.0
3179,PE,2012,Jun,296.5,12.0
3180,PE,2012,Jul,261.7,11.0
3181,PE,2012,Aug,163.5,27.0
3182,PE,2012,Sep,19.7,192.0
3183,PE,2012,Oct,54.4,222.0
3184,PE,2012,Nov,9.9,181.0
3185,PE,2012,Dec,25.1,108.0
3186,PE,2013,Jan,95.7,55.0
3187,PE,2013,Mar,98.8,40.0
3188,PE,2013,Apr,229.0,11.0
3189,PE,2013,May,316.9,9.0
3190,PE,2013,Jun,491.4,12.0
3191,PE,2013,Jul,416.4,4.0
3192,PE,2013,Aug,225.3,14.0
3193,PE,2013,Sep,146.0,143.0
3194,PE,2013,Oct,129.2,161.0
3195,PE,2013,Nov,76.5,110.0
3196,PE,2013,Dec,177.3,141.0
3197,PE,2014,Jan,108.9,99.0
3198,PE,2014,Mar,252.4,36.0
3199,PE,2014,Apr,268.5,10.0
3200,PE,2014,May,315.1,4.0
3201,PE,2014,Jun,322.8,3.0
3202,PE,2014,Jul,278.9,11.0
3203,PE,2014,Aug,162.2,23.0
3204,PE,2014,Sep,248.9,63.0
3205,PE,2014,Oct,146.5,174.0
3206,PE,2014,Nov,56.0,111.0
3207,PE,2014,Dec,71.3,101.0
3208,PE,2015,Jan,65.4,109.0
3209,PE,2015,Mar,341.2,33.0
3210,PE,2015,Apr,74.6,30.0
3211,PE,2015,May,178.9,17.0
3212,PE,2015,Jun,460.5,3.0
3213,PE,2015,Jul,446.3,13.0
3214,PE,2015,Aug,116.0,21.0
3215,PE,2015,Sep,35.1,116.0
3216,PE,2015,Oct,16.6,194.0
3217,PE,2015,Nov,30.6,315.0
3218,PE,2015,Dec,91.8,176.0
3219,PE,2016,Jan,124.0,24.0
3220,PE,2016,Mar,268.7,4.0
3221,PE,2016,Apr,292.4,8.0
3222,PE,2016,May,478.9,6.0
3223,PE,2016,Jun,148.5,4.0
3224,PE,2016,Jul,110.3,17.0
3225,PE,2016,Aug,57.5,42.0
3226,PE,2016,Sep,57.4,171.0
3227,PE,2016,Oct,14.1,319.0
3228,PE,2016,Nov,17.8,191.0
3229,PE,2016,Dec,68.0,161.0
3230,PE,2017,Jan,28.7,52.0
3231,PE,2017,Mar,156.2,7.0
3232,PE,2017,Apr,289.9,9.0
3233,PE,2017,May,399.4,13.0
3234,PE,2017,Jun,489.8,5.0
3235,PE,2017,Jul,490.5,2.0
3236,PE,2017,Aug,112.1,20.0
3237,PE,2017,Sep,84.1,69.0
3238,PE,2017,Oct,63.1,256.0
3239,PE,2017,Nov,14.8,66.0
3240,PI,1998,Jan,281.1,0.0
3241,PI,1998,Mar,210.5,0.0
3242,PI,1998,Apr,81.8,0.0
3243,PI,1998,May,10.4,0.0
3244,PI,1998,Jun,12.4,46.0
3245,PI,1998,Jul,1.1,189.0
3246,PI,1998,Aug,0.0,711.0
3247,PI,1998,Sep,0.0,1.9909999999999999
3248,PI,1998,Oct,2.8,2.5860000000000003
3249,PI,1998,Nov,166.4,424.0
3250,PI,1998,Dec,162.9,119.0
3251,PI,1999,Jan,200.8,21.0
3252,PI,1999,Mar,375.1,4.0
3253,PI,1999,Apr,176.6,10.0
3254,PI,1999,May,168.6,8.0
3255,PI,1999,Jun,0.0,47.0
3256,PI,1999,Jul,1.0,123.0
3257,PI,1999,Aug,6.6,499.0
3258,PI,1999,Sep,37.7,872.0
3259,PI,1999,Oct,16.2,1.4380000000000002
3260,PI,1999,Nov,42.6,334.0
3261,PI,1999,Dec,114.4,74.0
3262,PI,2000,Jan,183.2,5.0
3263,PI,2000,Mar,329.8,14.0
3264,PI,2000,Apr,298.4,15.0
3265,PI,2000,May,61.9,25.0
3266,PI,2000,Jun,6.7,18.0
3267,PI,2000,Jul,43.7,75.0
3268,PI,2000,Aug,75.8,415.0
3269,PI,2000,Sep,41.5,1.099
3270,PI,2001,Apr,312.5,1.0
3271,PI,2001,Sep,3.6,2.401
3272,PI,2001,Oct,2.2,3.742
3273,PI,2001,Nov,0.0,1.484
3274,PI,2001,Dec,32.0,230.0
3275,PI,2002,Jan,303.8,33.0
3276,PI,2002,Mar,237.7,63.0
3277,PI,2002,Apr,109.0,87.0
3278,PI,2002,May,18.6,84.0
3279,PI,2002,Jun,21.4,161.0
3280,PI,2002,Jul,7.6,534.0
3281,PI,2002,Aug,4.0,2.28
3282,PI,2002,Sep,47.1,2.475
3283,PI,2002,Oct,3.8,2.7569999999999997
3284,PI,2002,Nov,20.6,1.1740000000000002
3285,PI,2002,Dec,126.3,373.0
3286,PI,2003,Jan,105.0,86.0
3287,PI,2003,Mar,156.7,15.0
3288,PI,2003,Apr,183.0,22.0
3289,PI,2003,May,102.9,13.0
3290,PI,2003,Jun,16.8,88.0
3291,PI,2003,Jul,0.4,407.0
3292,PI,2003,Aug,16.6,864.0
3293,PI,2003,Sep,9.6,3.3989999999999996
3294,PI,2003,Oct,0.5,2.332
3295,PI,2003,Nov,75.9,1.248
3296,PI,2003,Dec,30.9,459.0
3297,PI,2004,Jan,350.9,42.0
3298,PI,2004,Mar,315.0,27.0
3299,PI,2004,Apr,222.4,10.0
3300,PI,2004,May,84.7,80.0
3301,PI,2004,Jun,26.8,239.0
3302,PI,2004,Jul,18.3,564.0
3303,PI,2004,Aug,5.4,1.002
3304,PI,2004,Sep,15.0,2.662
3305,PI,2004,Oct,25.5,2.144
3306,PI,2004,Nov,58.9,1.798
3307,PI,2004,Dec,60.9,788.0
3308,PI,2005,Jan,284.5,94.0
3309,PI,2005,Mar,300.4,13.0
3310,PI,2005,Apr,161.9,3.0
3311,PI,2005,May,112.6,22.0
3312,PI,2005,Jun,0.2,171.0
3313,PI,2005,Jul,4.9,445.0
3314,PI,2005,Aug,2.1,943.0
3315,PI,2005,Sep,1.4,3.136
3316,PI,2005,Oct,5.2,3.263
3317,PI,2005,Nov,8.0,1.599
3318,PI,2005,Dec,134.3,486.0
3319,PI,2006,Jan,107.1,133.0
3320,PI,2006,Mar,203.3,18.0
3321,PI,2006,Apr,384.6,1.0
3322,PI,2006,May,253.3,0.0
3323,PI,2006,Jun,11.1,40.0
3324,PI,2006,Jul,7.9,150.0
3325,PI,2006,Aug,2.3,911.0
3326,PI,2006,Sep,2.4,1.618
3327,PI,2006,Oct,43.4,1.443
3328,PI,2006,Nov,44.2,740.0
3329,PI,2006,Dec,46.5,339.0
3330,PI,2007,Jan,68.8,123.0
3331,PI,2007,Mar,345.7,31.0
3332,PI,2007,Apr,235.4,9.0
3333,PI,2007,May,62.4,52.0
3334,PI,2007,Jun,0.9,303.0
3335,PI,2007,Jul,2.2,919.0
3336,PI,2007,Aug,1.6,3.551
3337,PI,2007,Sep,0.0,4.078
3338,PI,2007,Oct,33.2,2.331
3339,PI,2007,Nov,31.0,939.0
3340,PI,2007,Dec,101.6,317.0
3341,PI,2008,Jan,295.2,61.0
3342,PI,2008,Mar,297.2,4.0
3343,PI,2008,Apr,506.8,7.0
3344,PI,2008,May,166.4,12.0
3345,PI,2008,Jun,6.5,33.0
3346,PI,2008,Jul,0.0,97.0
3347,PI,2008,Aug,1.6,290.0
3348,PI,2008,Sep,14.4,1.472
3349,PI,2008,Oct,8.5,1.83
3350,PI,2008,Nov,14.6,594.0
3351,PI,2008,Dec,192.0,329.0
3352,PI,2009,Jan,210.6,79.0
3353,PI,2009,Mar,355.1,17.0
3354,PI,2009,Apr,546.5,8.0
3355,PI,2009,May,401.4,12.0
3356,PI,2009,Jun,20.7,56.0
3357,PI,2009,Jul,46.9,302.0
3358,PI,2009,Aug,2.8,790.0
3359,PI,2009,Sep,0.0,1.709
3360,PI,2009,Oct,13.0,913.0
3361,PI,2009,Nov,6.7,1.3359999999999999
3362,PI,2009,Dec,226.7,570.0
3363,PI,2010,Jan,164.0,99.0
3364,PI,2010,Mar,109.5,47.0
3365,PI,2010,Apr,254.5,56.0
3366,PI,2010,May,115.2,231.0
3367,PI,2010,Jun,74.7,208.0
3368,PI,2010,Jul,1.8,1.696
3369,PI,2010,Aug,0.0,4.035
3370,PI,2010,Sep,2.0,5.392
3371,PI,2010,Oct,28.7,3.863
3372,PI,2010,Nov,56.7,1.4169999999999998
